title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
"Lukaku-Fenerbahce, ore decisive: distanza sulle cifre",https://www.tuttonapoli.net/calciomercato-napoli/lukaku-fenerbahce-offerta-ufficiale-napoli-distanza-cifre-652987,"Sat, 08 Aug 2026 23:15:28 +0200",2026-08-08T23:58:32.662668,it,"Ore importanti per il futuro di Romelu Lukaku, sempre più al centro del mercato in uscita del Napoli.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/13/134459ba88e5be038dd0d30bf9b0296c-25248-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Romelu Lukaku,Napoli,Fenerbahçe,Non communiqué,RUMEUR 📰,Neutre,lukakufenerbahceoredecisivedistanzasullecifre,Ligue 1 🇫🇷,Belgique 🇧🇪,0.0
"Tegola Marianucci, infortunio al ginocchio sinistro: la prima diagnosi",https://www.tuttonapoli.net/in-primo-piano/tegola-napoli-infortunio-marianucci-celta-vigo-trauma-ginocchio-sinistro-652986,"Sat, 08 Aug 2026 23:08:40 +0200",2026-08-08T23:58:32.662934,it,Brutte notizie per il Napoli nel corso della ripresa dell'amichevole pareggiata 1-1 contro il Celta Vigo a Castel di Sangro.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/3e/3edeb9906fb4e0fb07700b5c66828044-77194-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Tegola Marianucci,,Napoli,Non communiqué,RUMEUR 📰,Neutre,tegolamarianucciinfortunioalginocchiosinistrolaprimadiagnosi,Ligue 1 🇫🇷,International 🌍,0.0
"Napoli-Celta Vigo 1-1, le pagelle: 30' positivi, Di Lorenzo il migliore e bene la difesa",https://www.tuttonapoli.net/in-primo-piano/napoli-celta-vigo-1-1-pagelle-azzurri-fasi-alterne-lorenzo-migliore-652982,"Sat, 08 Aug 2026 23:00:18 +0200",2026-08-08T23:58:32.663146,it,"Terminato il quarto test del Napoli, il secondo nel ritiro di Castel di Sangro 2026.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/2f/2f5964add8eda4b1871ad2fc8a9516a2-82887-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Giovanni Di Lorenzo,Napoli,,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigo11lepagelle30positividilorenzoilmiglioreebene,Ligue 1 🇫🇷,Italie 🇮🇹,0.0
"Diretta Napoli-Celta Vigo 1-1, (Di Lorenzo 11', Jutgla 65') un pasticcio Meret-De Bruyne nega la vittoria agli azzurri",https://www.tuttonapoli.net/in-primo-piano/diretta-napoli-celta-vigo-pre-partita-probabili-scelte-allegri-652970,"Sat, 08 Aug 2026 22:57:24 +0200",2026-08-08T23:58:32.667011,it,"22.57 - FINISCE QUI! Terminato il quarto test del Napoli, il secondo nel ritiro di Castel di Sangro 2026.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/20/20c1dfd4740da9d6a24b833887490733-71907-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Giovanni Di Lorenzo,Napoli,,Non communiqué,RUMEUR 📰,Neutre,direttanapoliceltavigo11dilorenzo11jutgla65unpasticciomeretd,Ligue 1 🇫🇷,Italie 🇮🇹,0.0
"Napoli-Celta Vigo, secondo tempo di sofferenza: pasticcio Meret-KDB e 1-1",https://www.tuttonapoli.net/notizie/napoli-celta-vigo-sofferenza-pasticcio-meret-kdb-1-1-652985,"Sat, 08 Aug 2026 22:38:01 +0200",2026-08-08T23:58:32.667478,it,Secondo tempo del Napoli non all'altezza del primo. Al 65' è arrivato il pareggio del Celta Vigo.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/52/52351b733db136ac0503deabaef0c077-32364-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Celta Vigo,,Napoli,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigosecondotempodisofferenzapasticciomeretkdbe11,Ligue 1 🇫🇷,International 🌍,0.0
"Napoli-Celta Vigo, buon primo tempo: decide Di Lorenzo al 45'",https://www.tuttonapoli.net/ritiro-napoli/napoli-celta-vigo-buon-tempo-decide-lorenzo-45-652984,"Sat, 08 Aug 2026 21:48:01 +0200",2026-08-08T23:58:32.667773,it,"Buon primo tempo del Napoli, soprattutto nella fase iniziale della gara, chiudendo in vantaggio per 1-0 al 45'. Decide per ora la rete realizzata da Giovanni Di Lorenzo, di testa su situazione di palla inattiva su una punizione dalla sinistra.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/85/8544545ed14fea8aaa637d66c5ad0757-97245-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Giovanni Di Lorenzo,Napoli,,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigobuonprimotempodecidedilorenzoal45,Ligue 1 🇫🇷,Italie 🇮🇹,0.0
"Roma ko, Gasperini alza la voce: ""Gara pessima, sul mercato manca qualcosa""",https://www.tuttonapoli.net/serie-a/gasperini-partita-pessima-brighton-manca-mercato-652976,"Sat, 08 Aug 2026 21:00:53 +0200",2026-08-08T23:58:32.668139,it,"(ANSA) - ROMA, 08 AGO - ""E' stata una pessima partita, indubbiamente. Abbiamo fatto una brutta prestazione.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/b2/b2755d90908534eeca40a380a1465829-75877-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Joueur Star,,AS Roma,Non communiqué,RUMEUR 📰,Neutre,romakogasperinialzalavocegarapessimasulmercatomancaqualcosa,Ligue 1 🇫🇷,International 🌍,0.0
"Napoli-Celta Vigo, corteo ultras al Patini: striscioni contro ADL e messaggio alla squadra",https://www.tuttonapoli.net/ritiro-napoli/napoli-celta-vigo-corteo-ultras-patini-striscioni-adl-messaggio-squadra-652983,"Sat, 08 Aug 2026 20:50:19 +0200",2026-08-08T23:58:32.668343,it,Corteo dei tifosi organizzati del Napoli a Castel di Sangro in direzione dello stadio Teofilo Patini.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/8a/8a354b9e2fe8138aa9276b07367c148c-02213-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Celta Vigo,,Napoli,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigocorteoultrasalpatinistriscionicontroadlemessa,Ligue 1 🇫🇷,International 🌍,0.0
"Napoli-Celta Vigo, De Bruyne parte dalla panchina: Neres e Beukema ancora out",https://www.tuttonapoli.net/ritiro-napoli/napoli-celta-vigo-de-bruyne-panchina-neres-beukema-out-652981,"Sat, 08 Aug 2026 20:40:20 +0200",2026-08-08T23:58:32.668708,it,"Novità di formazione per il Napoli in vista dell'amichevole contro il Celta Vigo, secondo test internazionale del ritiro di Castel di Sangro.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/ad/ad53c1cfbcc0bb29c5c02397f64f69e2-70691-606o120o1302o816z0b1c.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Kevin De Bruyne,Napoli,Inter Milan,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigodebruynepartedallapanchinaneresebeukemaancora,Ligue 1 🇫🇷,Belgique 🇧🇪,0.0
"Napoli-Celta Vigo, ospite speciale al Patini: a bordocampo c'è Maradona Jr",https://www.tuttonapoli.net/ritiro-napoli/napoli-celta-vigo-ospite-speciale-patini-bordocampo-maradona-jr-652980,"Sat, 08 Aug 2026 20:25:31 +0200",2026-08-08T23:58:32.674944,it,Tutto pronto allo stadio Teofilo Patini di Castel di Sangro per la seconda amichevole internazionale del Napoli nel ritiro precampionato in Abruzzo.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/e4/e484228c24d997b132c45c8232f4b704-22437-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Celta Vigo,Napoli,Inter Milan,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigoospitespecialealpatiniabordocampocèmaradonajr,Ligue 1 🇫🇷,International 🌍,0.0
OFFICIEL : Kylian Mbappé rejoint le Real Madrid pour 5 ans (Libre),https://news.google.com/search?q=Mbapp%C3%A9+Real+Madrid+officiel&hl=fr,2024-06-03,2024-06-03T18:00:00Z,fr,"Après 7 saisons au PSG, Kylian Mbappé signe gratuitement au Real Madrid. Prime à la signature estimée à 100M€.",,La Liga 🇪🇸,L'Équipe Mercato,Kylian Mbappé,Real Madrid,PSG,100M€,OFFICIEL ✅,Bullish,officielkylianmbappérejointlerealmadridpour5anslibre,La Liga 🇪🇸,France 🇫🇷,100.0
OFFICIEL : Cristiano Ronaldo signe un contrat historique avec Al-Nassr,https://news.google.com/search?q=Ronaldo+Al+Nassr&hl=fr,2022-12-30,2022-12-30T18:00:00Z,fr,CR7 rejoint l'Arabie Saoudite avec un contrat monumental évalué à 200M€ par an.,,Saudi Pro League 🇸🇦,Saudi Pro League News,Cristiano Ronaldo,Al-Nassr,,200M€,OFFICIEL ✅,Bullish,officielcristianoronaldosigneuncontrathistoriqueavecalnassr,Saudi Pro League 🇸🇦,Portugal 🇵🇹,200.0
OFFICIEL : Neymar Jr transféré à Al-Hilal pour 90M€,https://news.google.com/search?q=Neymar+Al+Hilal&hl=fr,2023-08-15,2023-08-15T18:00:00Z,fr,Neymar quitte le PSG pour l'Arabie Saoudite. Un transfert de 90M€ qui secoue le mercato mondial.,,Ligue 1 🇫🇷,Saudi Pro League News,Neymar,Al-Hilal,PSG,90M€,OFFICIEL ✅,Neutre,officielneymarjrtransféréàalhilalpour90m,Ligue 1 🇫🇷,Brésil 🇧🇷,90.0
RUMEUR : Rafael Leão ciblé par le PSG pour remplacer Mbappé (175M€),https://news.google.com/search?q=Rafael+Leao+PSG&hl=fr,2024-02-10,2024-02-10T10:00:00Z,fr,Le Milan AC pourrait céder son attaquant star si la clause libératoire de 175M€ est payée.,,Ligue 1 🇫🇷,Gazzetta dello Sport Mercato,Kylian Mbappé,Real Madrid,PSG,175M€,RUMEUR 📰,Neutre,rumeurrafaelleãocibléparlepsgpourremplacermbappé175m,Ligue 1 🇫🇷,France 🇫🇷,175.0
OFFICIEL : Sandro Tonali quitte le Milan pour Newcastle (70M€),https://news.google.com/search?q=Tonali+Newcastle&hl=en,2023-07-03,2023-07-03T12:00:00Z,en,"Transfert record pour un joueur italien, Tonali rejoint la Premier League.",,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football Italia,Sandro Tonali,,Newcastle,70M€,OFFICIEL ✅,Bullish,officielsandrotonaliquittelemilanpournewcastle70m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,70.0
HERE WE GO : Lamine Yamal prolonge au FC Barcelone avec une clause à 1 Milliard €,https://news.google.com/search?q=Lamine+Yamal+Barcelone+prolongation&hl=fr,2026-07-15,2026-07-15T10:30:00Z,fr,Le FC Barcelone sécurise son prodige Lamine Yamal jusqu'en 2031 avec un salaire revalorisé à hauteur de son statut de star mondiale.,,La Liga 🇪🇸,Foot Mercato,Lamine Yamal,FC Barcelone,FC Barcelone,Non communiqué,OFFICIEL ✅,Bullish,herewegolamineyamalprolongeaufcbarceloneavecuneclauseà1milli,La Liga 🇪🇸,Espagne 🇪🇸,0.0
OFFICIEL : Erling Haaland prolonge à Manchester City jusqu'en 2030 (Accord à 25M€/an),https://news.google.com/search?q=Haaland+Manchester+City+prolongation+2030&hl=en,2026-06-20,2026-06-20T14:00:00Z,en,Manchester City blinde son meilleur buteur Erling Haaland avec un nouveau bail XXL sans clause libératoire active pour le Real.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Sky Sports Transfer Centre,Erling Haaland,Manchester City,Manchester City,25M€,OFFICIEL ✅,Bullish,officielerlinghaalandprolongeàmanchestercityjusquen2030accor,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Norvège 🇳🇴,25.0
NÉGOCIATION : Victor Osimhen ciblé par le PSG et Al-Hilal pour un transfert à 110M€,https://news.google.com/search?q=Osimhen+PSG+transfert+110M&hl=fr,2026-08-01,2026-08-01T12:00:00Z,fr,Naples négocie les derniers détails avec le PSG pour la vente de l'attaquant nigérian Victor Osimhen contre 110M€.,,Ligue 1 🇫🇷,RMC Sport Mercato,Victor Osimhen,PSG,Al-Hilal,110M€,NEGOCIATION 💬,Neutre,négociationvictorosimhencibléparlepsgetalhilalpouruntransfer,Ligue 1 🇫🇷,Nigéria 🇳🇬,110.0
RUMEUR : Florian Wirtz dans le viseur du Real Madrid et du Bayern pour 2026 (130M€),https://news.google.com/search?q=Wirtz+Real+Madrid+transfert+130M&hl=es,2026-08-04,2026-08-04T09:15:00Z,es,Le Bayer Leverkusen réclame 130 millions d'euros pour céder sa pépite allemande Florian Wirtz l'été prochain.,,La Liga 🇪🇸,Marca Fichajes,Florian Wirtz,Real Madrid,Bayern Munich,130M€,RUMEUR 📰,Neutre,rumeurflorianwirtzdansleviseurdurealmadridetdubayernpour2026,La Liga 🇪🇸,Allemagne 🇩🇪,130.0
RUMEUR : Liverpool négocie l'arrivée de Ronald Araújo en provenance du FC Barcelone pour 80M€,https://news.google.com/search?q=Ronald+Araujo+Liverpool+transfer+Barca&hl=en,2026-08-06,2026-08-06T15:30:00Z,en,Liverpool prépare une offre colossale de 80M€ pour convaincre le FC Barcelone de céder son défenseur central uruguayen Ronald Araújo.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Sky Sports Transfer Centre,Ronald Araújo,FC Barcelone,Liverpool,80M€,RUMEUR 📰,Neutre,rumeurliverpoolnégocielarrivéederonaldaraújoenprovenancedufc,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Uruguay 🇺🇾,80.0
OFFICIEL : Nayef Aguerd rejoint la Real Sociedad en prêt de West Ham,https://news.google.com/search?q=Nayef+Aguerd+Real+Sociedad+officiel&hl=fr,2026-08-05,2026-08-05T11:00:00Z,fr,Le défenseur international marocain Nayef Aguerd s'engage avec la Real Sociedad sous forme de prêt sans option d'achat en provenance de West Ham.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,L'Équipe Mercato,Nayef Aguerd,Real Sociedad,West Ham,prêt,OFFICIEL ✅,Neutre,officielnayefaguerdrejointlarealsociedadenprêtdewestham,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Maroc 🇲🇦,0.0
HERE WE GO : Viktor Gyökeres en route vers Arsenal pour 85M€,https://news.google.com/search?q=Viktor+Gyokeres+Arsenal+Here+We+Go&hl=en,2026-08-06,2026-08-06T18:45:00Z,en,Arsenal scelle un accord majeur avec le Sporting CP pour l’attaquant suédois Viktor Gyökeres contre 85M€.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,CaughtOffside / Fabrizio Romano,Viktor Gyökeres,Sporting CP,Arsenal,85M€,HERE WE GO 🔥,Bullish,herewegoviktorgyökeresenrouteversarsenalpour85m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Suède 🇸🇪,85.0
OFFICIEL : Jude Bellingham transféré du Borussia Dortmund au Real Madrid (103M€),https://news.google.com/search?q=Bellingham+Real+Madrid+103M+officiel&hl=es,2025-10-28,2025-10-28T21:00:00Z,es,"Transféré pour 103M€ du Borussia Dortmund au Real Madrid, Jude Bellingham valide l'un des plus grands transferts de la décennie.",,La Liga 🇪🇸,Marca Real Madrid,Jude Bellingham,Real Madrid,Borussia Dortmund,103M€,OFFICIEL ✅,Neutre,officieljudebellinghamtransféréduborussiadortmundaurealmadri,La Liga 🇪🇸,Angleterre 🏴󠁧󠁢󠁥󠁮󠁧󠁿,103.0
HERE WE GO : Viktor Gyökeres vers Arsenal pour 85M€ en provenance du Sporting Portugal,https://news.google.com/search?q=Gyokeres+Arsenal+85M&hl=en,2026-08-05,2026-08-05T15:45:00Z,en,Mikel Arteta tient son nouvel attaquant numéro 9. Arsenal et le Sporting ont trouvé un accord verbal pour 85 millions d'euros.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Viktor Gyökeres,Sporting CP,Arsenal,85M€,HERE WE GO 🔥,Bullish,herewegoviktorgyökeresversarsenalpour85menprovenancedusporti,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Suède 🇸🇪,85.0
OFFICIEL : Cristiano Ronaldo prolonge à Al-Nassr jusqu'en juin 2027,https://news.google.com/search?q=Cristiano+Ronaldo+Al-Nassr+prolongation+2027&hl=en,2026-06-01,2026-06-01T11:00:00Z,en,Cristiano Ronaldo poursuivra son aventure en Arabie Saoudite avec un contrat battant tous les records financiers mondiaux.,,Ligue 1 🇫🇷,Saudi Pro League News,Cristiano Ronaldo,Al-Nassr,Al-Nassr,Non communiqué,OFFICIEL ✅,Bullish,officielcristianoronaldoprolongeàalnassrjusquenjuin2027,Ligue 1 🇫🇷,Portugal 🇵🇹,0.0
OFFICIEL : Julián Álvarez signe à l'Atlético de Madrid pour 95M€ en provenance de Man City,https://news.google.com/search?q=Julian+Alvarez+Atletico+Madrid+95M+officiel&hl=es,2024-08-12,2024-08-12T14:00:00Z,es,L'attaquant champion du monde argentin quitte Manchester City et s'engage avec les Colchoneros de Diego Simeone pour 95M€ bonus inclus.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Marca Fichajes,Julian Alvarez,Atlético de Madrid,Manchester City,95M€,OFFICIEL ✅,Bullish,officieljuliánálvarezsigneàlatléticodemadridpour95menprovena,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Argentine 🇦🇷,95.0
OFFICIEL : Declan Rice rejoint Arsenal pour un montant record de 116M€,https://news.google.com/search?q=Declan+Rice+Arsenal+116M+officiel&hl=en,2023-07-15,2023-07-15T10:00:00Z,en,Arsenal frappe un grand coup sur le marché anglais en recrutant le capitaine de West Ham Declan Rice contre 116 millions d'euros.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Declan Rice,West Ham,Arsenal,116M€,OFFICIEL ✅,Bullish,officieldeclanricerejointarsenalpourunmontantrecordde116m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Angleterre 🏴󠁧󠁢󠁥󠁮󠁧󠁿,116.0
OFFICIEL : Harry Kane s'engage au Bayern Munich pour 100M€,https://news.google.com/search?q=Harry+Kane+Bayern+Munich+100M+officiel&hl=en,2023-08-12,2023-08-12T09:00:00Z,en,Le capitaine des Three Lions Harry Kane quitte Tottenham après plus d'une décennie pour devenir le numéro 9 star du Bayern Munich.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Sky Sports Transfer Centre,Harry Kane,Bayern Munich,Tottenham,100M€,OFFICIEL ✅,Neutre,officielharrykanesengageaubayernmunichpour100m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Angleterre 🏴󠁧󠁢󠁥󠁮󠁧󠁿,100.0
OFFICIEL : João Neves transféré au PSG pour 70M€ en provenance de Benfica,https://news.google.com/search?q=Joao+Neves+PSG+70M+officiel&hl=fr,2024-08-05,2024-08-05T16:30:00Z,fr,Le joyau portugais João Neves renforce l'entrejeu du Paris Saint-Germain dans le cadre d'un transfert à 70 millions d'euros.,,Ligue 1 🇫🇷,L'Équipe Mercato,João Neves,PSG,SL Benfica,70M€,OFFICIEL ✅,Neutre,officieljoãonevestransféréaupsgpour70menprovenancedebenfica,Ligue 1 🇫🇷,Portugal 🇵🇹,70.0
OFFICIEL : Michael Olise signe au Bayern Munich pour 60M€,https://news.google.com/search?q=Michael+Olise+Bayern+Munich+60M+officiel&hl=fr,2024-07-07,2024-07-07T12:00:00Z,fr,L'ailier de l'équipe de France Olympique Michael Olise quitte Crystal Palace pour rejoindre les géants bavarois contre 60 millions d'euros.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,L'Équipe Mercato,Michael Olise,Bayern Munich,Crystal Palace,60M€,OFFICIEL ✅,Bullish,officielmichaelolisesigneaubayernmunichpour60m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,France 🇫🇷,60.0
OFFICIEL : Leny Yoro rejoint Manchester United pour 62M€,https://news.google.com/search?q=Leny+Yoro+Manchester+United+62M+officiel&hl=en,2024-07-18,2024-07-18T18:00:00Z,en,Manchester United devance le Real Madrid et officialise le recrutement du défenseur central du LOSC Leny Yoro pour 62 millions d'euros.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,BBC Sport Football,Leny Yoro,Real Madrid,Manchester United,62M€,OFFICIEL ✅,Neutre,officiellenyyororejointmanchesterunitedpour62m,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,62.0
OFFICIEL : Dani Olmo signe au FC Barcelone pour 55M€,https://news.google.com/search?q=Dani+Olmo+FC+Barcelone+55M+officiel&hl=es,2024-08-09,2024-08-09T11:00:00Z,es,Le champion d'Europe espagnol Dani Olmo retourne à son club formateur en provenance du RB Leipzig pour 55 millions d'euros.,,La Liga 🇪🇸,Marca Barcelona,Dani Olmo,FC Barcelone,RB Leipzig,55M€,OFFICIEL ✅,Bullish,officieldaniolmosigneaufcbarcelonepour55m,La Liga 🇪🇸,Espagne 🇪🇸,55.0
RUMEUR : Offre historique d'Al-Hilal de 350M€ pour Vinicius Jr,https://news.google.com/search?q=Vinicius+Jr+Al-Hilal+350M+offre+record&hl=en,2026-08-03,2026-08-03T19:00:00Z,en,Le club saoudien Al-Hilal préparerait une offre vertigineuse de 350 millions d'euros pour convaincre le Real Madrid de libérer Vinicius Jr.,,La Liga 🇪🇸,Saudi Pro League News,Vinicius Jr,Real Madrid,Al-Hilal,350M€,NEGOCIATION 💬,Neutre,rumeuroffrehistoriquedalhilalde350mpourviniciusjr,La Liga 🇪🇸,Brésil 🇧🇷,350.0
NÉGOCIATION : Jamal Musiala entre prolongation XXL au Bayern et approche de Manchester City (140M€),https://news.google.com/search?q=Jamal+Musiala+Manchester+City+Bayern+Munich+140M&hl=en,2026-08-02,2026-08-02T13:45:00Z,en,Pep Guardiola souhaite faire de Jamal Musiala le successeur désigné de Kevin De Bruyne avec une offre estimée à 140 millions d'euros.,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Sky Sports Transfer Centre,Kevin De Bruyne,Manchester City,Bayern Munich,140M€,NEGOCIATION 💬,Bullish,négociationjamalmusialaentreprolongationxxlaubayernetapproch,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Belgique 🇧🇪,140.0
