title,url,raw_date,published_at,language,summary,image_url,category,source,player_name,from_club,to_club,transfer_fee,status,sentiment,external_key,league,national_team,fee_numeric
Ladislav Krejci & Jean-Ricner Bellegarde likely to leave Wolves this summer - It 'makes sense',https://footballleagueworld.co.uk/ladislav-krejci-jean-ricner-bellegarde-likely-to-leave-wolves-this-summer/,"Sat, 08 Aug 2026 18:15:14 GMT",2026-08-08T23:58:12.593059,en,FLW's Wolves fan pundit believes Ladislav Krejci and Jean-Ricner Bellegarde are the likeliest to leave the club this summer,https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/3000x1500-6.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Ladislav Krejci,,Wolverhampton,Non communiqué,RUMEUR 📰,Neutre,ladislavkrejcijeanricnerbellegardelikelytoleavewolvesthissum,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
The bizarre reason Birmingham City and Hull target Joe Gelhardt is called 'Joffy',https://footballleagueworld.co.uk/the-bizarre-reason-birmingham-city-and-hull-target-joe-gelhardt-is-called-joffy/,"Sat, 08 Aug 2026 18:00:14 GMT",2026-08-08T23:58:12.593264,en,"Leeds United forward Joe Gelhardt is a transfer target for Birmingham City and Hull City, but why is he nicknamed ""Joffy""?",https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/copy-of-copy-of-copy-of-flw-fi-3000x1500-2026-08-07t121638-415.png,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Birmingham City,,,Non communiqué,RUMEUR 📰,Neutre,thebizarrereasonbirminghamcityandhulltargetjoegelhardtiscall,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"Nottingham Forest centre-back could leave: Millwall, Watford & Wrexham should be lurking",https://footballleagueworld.co.uk/nottingham-forest-face-tyler-bindon-call-millwall-watford-wrexham-should-be-alert/,"Sat, 08 Aug 2026 11:30:14 GMT",2026-08-08T23:58:12.593471,en,"Millwall, Watford, and Wrexham should be on alert in case Nottingham Forest sanctions Tyler Bindon's exit this summer",https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/3000x1500-2.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Joueur Star,,Nottingham Forest,Non communiqué,RUMEUR 📰,Neutre,nottinghamforestcentrebackcouldleavemillwallwatfordwrexhamsh,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Chris Wilder makes exciting Sheffield United claim that rests on transfer outcome,https://footballleagueworld.co.uk/chris-wilder-makes-exciting-sheffield-united-claim-that-rests-on-transfer-outcome/,"Sat, 08 Aug 2026 11:00:14 GMT",2026-08-08T23:58:12.593687,en,Sheffield United boss Chris Wilder has made an exciting claim ahead of the new season which hinges on his side's transfer business.,https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/chris-wilder-sheffield-united.png,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Chris Wilder,,,Non communiqué,RUMEUR 📰,Neutre,chriswildermakesexcitingsheffieldunitedclaimthatrestsontrans,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Middlesbrough urged to sign ex-Bolton Wanderers star - Rangers have had £5m bid snubbed,https://footballleagueworld.co.uk/middlesbrough-told-to-sign-former-bolton-loan-star-who-can-score-a-goal-out-of-nothing/,"Sat, 08 Aug 2026 11:00:14 GMT",2026-08-08T23:58:12.596823,en,FLW's Middlesbrough fan pundit has urged the club to sign former Bolton Wanderers loanee Amario Cozier-Duberry this summer,https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/3000x1500-2026-08-06t114254-808.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Bolton Wanderers,,,loan,NEGOCIATION 💬,Neutre,middlesbroughurgedtosignexboltonwanderersstarrangershavehad5,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Wolves drop ‘truly incredible’ Raul Jimenez footage and it causes a stir online,https://footballleagueworld.co.uk/wolves-drop-truly-incredible-raul-jimenez-footage-and-it-causes-a-stir-online/,"Sat, 08 Aug 2026 09:57:41 GMT",2026-08-08T23:58:12.597336,en,Raul Jimenez made his first appearance since rejoining Wolves as a substitute in their comfortable win over Port Vale at Molineux in the EFL Cup.,https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/copy-of-copy-of-copy-of-flw-fi-3000x1500-2026-08-08t102051-336.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Raul Jimenez,,Wolverhampton,Non communiqué,RUMEUR 📰,Neutre,wolvesdroptrulyincrediblerauljimenezfootageanditcausesastiro,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Sheffield United suffer Harry Souttar transfer blow after double Leicester City update,https://footballleagueworld.co.uk/sheffield-united-suffer-harry-souttar-transfer-blow-after-double-leicester-city-update/,"Sat, 08 Aug 2026 09:41:26 GMT",2026-08-08T23:58:12.597655,en,Sheffield United's chances of re-signing Harry Souttar appear to be shrinking after Ben Nelson's injury at Leicester City.,https://static0.footballleagueworldimages.com/wordpress/wp-content/uploads/2026/08/copy-of-copy-of-flw-fi-3000x1500-7.jpg,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Football League World EFL,Sheffield United,,,Non communiqué,RUMEUR 📰,Neutre,sheffieldunitedsufferharrysouttartransferblowafterdoubleleic,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Mohamed Abdelmonem Rejects Lucrative Offers to Stay in Europe,https://www.kingfut.com/2026/08/07/mohamed-abdelmonem-rejects-lucrative-offers-to-stay-in-ogc-nice/,"Fri, 07 Aug 2026 16:07:02 +0000",2026-08-08T23:58:20.030630,en,"Mohamed Abdelmonem has reportedly rejected approaches from an unnamed Gulf club, Al Ahly, and Pyramids, prioritising his stay at Nice. According to Nice-based journalist Cédric Rocancourt, a Gulf club contacted Abdelmonem several weeks ago. The offer was worth nearly €5 million. However, the 27-year-old turned it down, as he wants to establish himself at Nice. […] The post Mohamed Abdelmonem Rejec",https://www.kingfut.com/wp-content/uploads/2026/08/image-8-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Mohamed Abdelmonem,,,5 million,RUMEUR 📰,Bullish,mohamedabdelmonemrejectslucrativeofferstostayineurope,Ligue 1 🇫🇷,International 🌍,5.0
Real Oviedo Confirm Advanced Celtic Talks for Haissem Hassan,https://www.kingfut.com/2026/08/07/real-oviedo-confirm-advanced-celtic-talks-for-haissem-hassan/,"Fri, 07 Aug 2026 09:34:38 +0000",2026-08-08T23:58:20.031134,en,"Real Oviedo has confirmed that Celtic is nearing a deal for Haissem Hassan, who has reportedly agreed to a four-year contract. According to Scottish outlet CeltsAreHere, the Spanish club directly verified claims surrounding the negotiations, including an overall package valued at around €11 million. The precise structure was initially unclear, but Sky Sports reporter Anthony […] The post Real Ovie",https://www.kingfut.com/wp-content/uploads/2026/08/GettyImages-2281890595-e1783100927756.webp,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,KingFut Africa Transfers,Real Oviedo,,,11 million,NEGOCIATION 💬,Bullish,realoviedoconfirmadvancedceltictalksforhaissemhassan,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,11.0
Zamalek and Bezerra Clash Publicly Over Shabab Al Ahli Move,https://www.kingfut.com/2026/08/07/zamalek-and-bezerra-clash-publicly-over-shabab-al-ahli-move/,"Fri, 07 Aug 2026 00:30:52 +0000",2026-08-08T23:58:20.034629,en,"Zamalek and Juan Bezerra are in a dispute over his potential move to Shabab Al Ahli, with the winger alleging a broken sale agreement. Bezerra issued a statement directly to Zamalek supporters on Thursday, without the involvement of his lawyer or media team. The Brazilian winger said he rejected significant offers late last year because […] The post Zamalek and Bezerra Clash Publicly Over Shabab A",https://www.kingfut.com/wp-content/uploads/2026/08/41_2026-639136783717310453-731.jpg,Ligue 1 🇫🇷,KingFut Africa Transfers,Bezerra Clash,,Al-Ahli,Non communiqué,RUMEUR 📰,Neutre,zamalekandbezerraclashpubliclyovershababalahlimove,Ligue 1 🇫🇷,International 🌍,0.0
Mohamed Salah Arrives in Trabzon After Signing Contract,https://www.kingfut.com/2026/08/05/mohamed-salah-signs-trabzonspor-contract/,"Wed, 05 Aug 2026 18:48:01 +0000",2026-08-08T23:58:20.035758,en,"Mohamed Salah has arrived in Trabzon after completing his medical and signing a contract with Trabzonspor, ahead of his public presentation. The Egypt captain landed at Trabzon Airport on Wednesday evening alongside club president Ertuğrul Doğan. Thousands of supporters gathered to welcome Salah, completing a day that began with a separate reception at Istanbul Atatürk […] The post Mohamed Salah A",https://www.kingfut.com/wp-content/uploads/2026/08/image-7-925x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,RUMEUR 📰,Neutre,mohamedsalaharrivesintrabzonaftersigningcontract,Ligue 1 🇫🇷,Égypte 🇪🇬,0.0
Trabzonspor Accept Salah Shirt Sales Clause Rejected by Beşiktaş,https://www.kingfut.com/2026/08/05/trabzonspor-accept-salah-shirt-sales-clause-rejected-by-besiktas/,"Wed, 05 Aug 2026 07:23:56 +0000",2026-08-08T23:58:20.039723,en,"Trabzonspor president Ertuğrul Doğan has confirmed that Mohamed Salah’s proposed contract includes a share of shirt sales. Doğan revealed the clause during an interview with A Spor after Trabzonspor officially announced negotiations with the 34-year-old free agent. “There has been a lot of talk about the percentage from shirt sales,” Doğan said. “We are giving […] The post Trabzonspor Accept Salah",https://www.kingfut.com/wp-content/uploads/2026/03/image-21-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Mohamed Salah,Trabzonspor,Beşiktaş,Non communiqué,RUMEUR 📰,Neutre,trabzonsporacceptsalahshirtsalesclauserejectedbybeşiktaş,Ligue 1 🇫🇷,Égypte 🇪🇬,0.0
Trabzonspor Officially Open Mohamed Salah Transfer Talks,https://www.kingfut.com/2026/08/04/trabzonspor-officially-open-mohamed-salah-transfer-talks/,"Tue, 04 Aug 2026 20:58:40 +0000",2026-08-08T23:58:20.042312,en,"Trabzonspor have officially opened negotiations to sign Egypt captain Mohamed Salah, the Turkish club announced on Tuesday. The Süper Lig side issued a brief public announcement confirming their first formal move for the 34-year-old forward. “Negotiations have begun regarding the transfer of professional footballer Mohamed Salah to our club,” Trabzonspor said. So far, reports have […] The post Tra",https://www.kingfut.com/wp-content/uploads/2026/08/image-5-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,OFFICIEL ✅,Neutre,trabzonsporofficiallyopenmohamedsalahtransfertalks,Ligue 1 🇫🇷,Égypte 🇪🇬,0.0
Juan Bezerra Asks Zamalek to Discuss Shabab Al Ahli Offer,https://www.kingfut.com/2026/08/04/juan-bezerra-asks-zamalek-to-discuss-shabab-al-ahli-offer/,"Tue, 04 Aug 2026 13:16:02 +0000",2026-08-08T23:58:20.043376,en,Juan Bezerra has reportedly informed Zamalek that he wants to leave and asked the club to discuss Shabab Al Ahli’s offer for the Brazilian. Bezerra has notified Zamalek of his desire to end his spell in Cairo and consider the Emirati proposal from Shabab Al Ahli. The Brazilian winger remains determined to leave despite attempts […] The post Juan Bezerra Asks Zamalek to Discuss Shabab Al Ahli Offer,https://www.kingfut.com/wp-content/uploads/2026/08/image-4-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Juan Bezerra,,Al-Ahli,Non communiqué,RUMEUR 📰,Neutre,juanbezerraaskszamalektodiscussshababalahlioffer,Ligue 1 🇫🇷,International 🌍,0.0
Zamalek and Seifeddine Jaziri Part Ways by Mutual Consent,https://www.kingfut.com/2026/08/03/zamalek-and-seifeddine-jaziri-part-ways-by-mutual-consent/,"Mon, 03 Aug 2026 20:10:34 +0000",2026-08-08T23:58:20.047706,en,"Zamalek have terminated their contract with Seifeddine Jaziri by mutual consent, ending the Tunisian striker’s five and a half year spell. The White Knights announced the agreement on Monday, describing the separation as entirely amicable. Zamalek did not disclose the financial terms of the settlement, but Jaziri’s contract had been due to run until June […] The post Zamalek and Seifeddine Jaziri ",https://www.kingfut.com/wp-content/uploads/2026/08/image-3-1000x600.png,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,KingFut Africa Transfers,Seifeddine Jaziri,,,Non communiqué,RUMEUR 📰,Neutre,zamalekandseifeddinejaziripartwaysbymutualconsent,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
Nordsjælland End Mostafa Shobeir Pursuit After Al Ahly Rebuff,https://www.kingfut.com/2026/08/03/nordsjaelland-end-mostafa-shobeir-pursuit-after-al-ahly-rebuff/,"Mon, 03 Aug 2026 13:57:01 +0000",2026-08-08T23:58:20.049018,en,FC Nordsjælland have reportedly ended their pursuit of Al Ahly goalkeeper Mostafa Shobeir after their proposed financial package was rejected. The Danish Superliga side explored a move through Shobeir’s representatives but did not return with an improved proposal after Al Ahly made clear that they intended to keep the 26-year-old. The Cairo giants rejected Nordsjælland’s […] The post Nordsjælland ,https://www.kingfut.com/wp-content/uploads/2026/08/image-2-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Nordsjælland End,,,Non communiqué,RUMEUR 📰,Neutre,nordsjællandendmostafashobeirpursuitafteralahlyrebuff,Ligue 1 🇫🇷,International 🌍,0.0
Trabzonspor Reportedly Send Salah Contract to Representative,https://www.kingfut.com/2026/08/02/trabzonspor-reportedly-send-salah-contract-to-representative/,"Sat, 01 Aug 2026 22:03:52 +0000",2026-08-08T23:58:20.050189,en,"Trabzonspor have reportedly sent a proposed contract for Mohamed Salah to his agent Ramy Abbas and plan to complete the transfer this week. According to Turkish outlet Spor Depo, Trabzonspor delivered the official documents to the forward’s representative. “The mutual exchange of documents has officially begun,” the outlet said, adding that the parties would “put […] The post Trabzonspor Reportedl",https://www.kingfut.com/wp-content/uploads/2025/12/image-8-1000x600.png,Ligue 1 🇫🇷,KingFut Africa Transfers,Mohamed Salah,Liverpool,Trabzonspor,Non communiqué,RUMEUR 📰,Bullish,trabzonsporreportedlysendsalahcontracttorepresentative,Ligue 1 🇫🇷,Égypte 🇪🇬,0.0
"El mercado del fútbol europeo hoy EN VIVO: fichajes y salidas, minuto a minuto - Olé",https://news.google.com/rss/articles/CBMi4AFBVV95cUxNamxGNTNCMXljSEdON1J3VkczajRwLVU0Tlc2OFdXamhPRnRwN3dKaGllVkwyb0xYMjZISkZ0T2htRzl1VDJSMGtraXpMOVhaT2xSVFNQMklZR0N2LTdTbzRQNG54cjZhVW12cWJJeXJYR0ZDUXlEdjk4VGJUdWJUWHB6a29hTkhIUGdXeVdlYlEzdXhCbzFXdklwTHdtZWxsa1NOazNVUm1WUmw1SjlXNDlNblZCNFdDczFlZWNNUmE1bGd6R0hLQ3ZpcUJkeVdIdFVXamwxeWE5X2U5RVhGR9IB5gFBVV95cUxQMjNLWFFrWUdhTDlYejRPU2MzNUxORnlJaDdCUXlKZGdpMEFraUsxY0hDM1lTQjhzOGpfWGwtN3BpWDJpRmluLVFXWFFkUDVVcUJ1WkZ3Mnd2QUNDUzZEYnNGVGNybEY4S1VHcmtzZGNGZGRXUHVGYjBYazJwOC12QnpLbXVxVzhtclMxNlZzMUpPTVpQNS0yNG5GcjdHSmVSMFVkUmlyeUVGaS1hb1hRTmRjUTNLaEt6NFM3LVp1WS1KNUZxcjlLY051d01LTFRHeW1BaWIwRGpfX1lqWHJVWGpMeFBSUQ?oc=5,"Sat, 08 Aug 2026 16:27:09 GMT",2026-08-08T23:58:23.660341,es,"El mercado del fútbol europeo hoy EN VIVO: fichajes y salidas, minuto a minuto Olé",,Ligue 1 🇫🇷,Ole Mercado de Pases AR,Joueur Star,,,Non communiqué,RUMEUR 📰,Neutre,elmercadodelfútboleuropeohoyenvivofichajesysalidasminutoamin,Ligue 1 🇫🇷,International 🌍,0.0
Cambio de rumbo: Mastantuono se gana a Mourinho y abre una puerta para seguir en el Madrid - Olé,https://news.google.com/rss/articles/CBMi8gFBVV95cUxPcUVRekZYQVFtenk5UlM0aHFNVFV3Rzh6azdKYU02aW1qUjVxb01VbDNFejlENjVRS1ZLVTh5MFJtUU4wNjYzdlJMQVdYNDlPa1IxZXhraXUxb19zbU5abHEyMExuSlVzWU5RdndKT2F4ODRkVGoxV25qTmxOUGktRU5zTWVfTHJTWWtXUDVqNmxGZ3lHX0NYUm0wai1pS0F3eFR5eElOeUo0V0piVkNaTnQ0N25lTWE3clE4dERiVnlwUU9UcUxhWVBCV2lmWnZkRklubm5haFNZME5YcGFRNngtdkxXOXU3WFVseDhURFFqdw?oc=5,"Sat, 08 Aug 2026 08:54:54 GMT",2026-08-08T23:58:23.660888,es,Cambio de rumbo: Mastantuono se gana a Mourinho y abre una puerta para seguir en el Madrid Olé,,Ligue 1 🇫🇷,Ole Mercado de Pases AR,José Mourinho,Fenerbahçe,,Non communiqué,RUMEUR 📰,Neutre,cambioderumbomastantuonoseganaamourinhoyabreunapuertaparaseg,Ligue 1 🇫🇷,Portugal 🇵🇹,0.0
Real Madrid avanza por Rodri: qué falta para cerrar su fichaje - Olé,https://news.google.com/rss/articles/CBMirgJBVV95cUxOc0FRVlpwaE1lZnhTZHdEeWJWR1VrWEtrVnIzb3R2cXV0Y2JXOE1jbTFSc1I2c0dzM0dvRXBYZFJ0c3dramd0WFIwM3V1YmZMbnNyNTluMWlqZWJhTjRYZGdhYndFZFI4ckpYVi1QaFFIQ3lNaHp6TmhNVUozMWFsSENMbDduMG9ackFSSmM1NHRQdmFiQnNXNU5PSG9JcDAxRGQ3OTlCTDR5UG4zcG1wZjBsdFBkMm9iemtXWkExTGxSLUJDWVNJOU9NaVRlNWRtTElTVkktRzBmeUVQc05qYzN2eUtkRXpObWNOT2RoMF9aUDl1Q3dNOVZIRURVaF9KbXVndGlndkljUWY3OW82V2F1VWpnOEJWaUtTNDV5bDdkRUwtbHFla21mdnZ5UQ?oc=5,"Sat, 08 Aug 2026 07:36:05 GMT",2026-08-08T23:58:23.668298,es,Real Madrid avanza por Rodri: qué falta para cerrar su fichaje Olé,,La Liga 🇪🇸,Ole Mercado de Pases AR,Rodri,Manchester City,Real Madrid,Non communiqué,RUMEUR 📰,Neutre,realmadridavanzaporrodriquéfaltaparacerrarsufichajeolé,La Liga 🇪🇸,Espagne 🇪🇸,0.0
Oficial: Valentín Barco es nuevo jugador del Chelsea - Olé,https://news.google.com/rss/articles/CBMitgFBVV95cUxOU3p2dlVacWJIbDFQMDlOM0YyQkczTGlBY0k3dFFPazR3WjdJeUI2NktIdXJjbnBaLVdqS2RkVjZRY1BmSTAwZ2Z0Vng5V0t1VGtPR1VRR0lucHhjc0JpeVA3NGUyMWVWNGh3eFpNbmk0UFZRR0Z2cVBtNjhsWU9jMGhzMFlJSXVIR01iaHVLSmQ2Qnh4V2UxUjg0VlBwaks2NmNCN0JWYkxSYTY2RlBJdTVNRDhFUQ?oc=5,"Sat, 08 Aug 2026 09:34:55 GMT",2026-08-08T23:58:23.671026,es,Oficial: Valentín Barco es nuevo jugador del Chelsea Olé,,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,Ole Mercado de Pases AR,Valentín Barco,,Chelsea,Non communiqué,RUMEUR 📰,Neutre,oficialvalentínbarcoesnuevojugadordelchelseaolé,Premier League 🏴󠁧󠁢󠁥󠁮󠁧󠁿,International 🌍,0.0
"Celta, Giraldez: ""Primi 20' loro e 2T noi, contento per i giovani al debutto""",https://www.tuttonapoli.net/le-interviste/celta-giraldez-primi-20-2t-noi-contento-giovani-debutto-652997,"Sun, 09 Aug 2026 01:40:55 +0200",2026-08-08T23:58:32.655496,it,"Pareggio prestigioso per il Celta Vigo contro il Napoli a Castel di Sangro. Nel post-partita ne ha parlato il tecnico degli spagnoli, Claudio Giráldez: ""Una partita molto impegnativa contro un avversario di Champions.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/45/45d04f9b89afb5f809729a813b3da004-31425-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Joueur Star,,Napoli,Non communiqué,RUMEUR 📰,Neutre,celtagiraldezprimi20loroe2tnoicontentoperigiovanialdebutto,Ligue 1 🇫🇷,International 🌍,0.0
"Genoa, altro ko verso il Napoli: 1-0 col Deportivo La Coruna, le scelte di De Rossi",https://www.tuttonapoli.net/serie-a/genoa-ko-napoli-1-0-deportivo-coruna-scelte-de-rossi-652995,"Sun, 09 Aug 2026 01:15:34 +0200",2026-08-08T23:58:32.655885,it,"Il Genoa perde in amichevole anche nel Trofeo Spagnolo contro il Deportivo La Coruna e conferma, dopo la figuraccia di qualche giorno fa, che c'è ancora molto lavoro da fare in campo e sul mercato.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/16/1675d76d6852c8357e03b3c22283ac91-89885-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Deportivo La,,Napoli,Non communiqué,RUMEUR 📰,Neutre,genoaaltrokoversoilnapoli10coldeportivolacorunalesceltedider,Ligue 1 🇫🇷,International 🌍,0.0
"Napoli-Celta, Del Genio: ""Prendiamoci il buono dei primi 30'. Lang il migliore nel 2T""",https://www.tuttonapoli.net/le-interviste/napoli-celta-genio-prendiamoci-primi-30-lang-migliore-2t-652993,"Sun, 09 Aug 2026 00:55:01 +0200",2026-08-08T23:58:32.656265,it,"Il Napoli non va oltre il pareggio per 1-1 contro il Celta Vigo nel quarto test estivo, il secondo a Castel di Sangro.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/75/7557041ecaa1688fa80f49d8465b5c8d-51302-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Del Genio,,Napoli,Non communiqué,RUMEUR 📰,Neutre,napoliceltadelgenioprendiamociilbuonodeiprimi30langilmiglior,Ligue 1 🇫🇷,International 🌍,0.0
"Radio Tutto Napoli, il palinsesto di oggi: le trasmissioni partiranno alle 10",https://www.tuttonapoli.net/radio-tn/radio-napoli-palinsesto-oggi-trasmissioni-partiranno-10-647875,"Sun, 09 Aug 2026 00:30:51 +0200",2026-08-08T23:58:32.656476,it,Radio Tutto Napoli vi accompagna anche nel week-end con tutti gli aggiornamenti e tanti ospiti.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/42/421094117ac3b8535d0a70a9b8be3e36-45223-258o324o1086o1152z0b04.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Radio Tutto,,Napoli,Non communiqué,RUMEUR 📰,Neutre,radiotuttonapoliilpalinsestodioggiletrasmissionipartirannoal,Ligue 1 🇫🇷,International 🌍,0.0
"Lukaku-Fenerbahçe, Romano: ""Trattativa serrata, si può chiudere a 7-8 milioni""",https://www.tuttonapoli.net/calciomercato-napoli/lukaku-fenerbahce-romano-trattativa-serrata-chiudere-7-8-milioni-652992,"Sun, 09 Aug 2026 00:10:51 +0200",2026-08-08T23:58:32.656837,it,Il futuro di Romelu Lukaku potrebbe essere sempre più vicino al Fenerbahçe.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/1f/1f1731c44ccf7fe9d8a137f80d98deba-84271-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Romelu Lukaku,Napoli,Fenerbahçe,Non communiqué,NEGOCIATION 💬,Neutre,lukakufenerbahçeromanotrattativaserratasipuòchiuderea78milio,Ligue 1 🇫🇷,Belgique 🇧🇪,0.0
"Napoli-Celta Vigo 1-1, gol e sintesi del 2° test internazionale a Castel di Sangro: gli highlights",https://www.tuttonapoli.net/ritiro-napoli/napoli-celta-vigo-1-1-gol-sintesi-2-test-internazionale-castel-sangro-highlights-652991,"Sat, 08 Aug 2026 23:55:10 +0200",2026-08-08T23:58:32.657066,it,"Termina 1-1 tra Napoli e Celta Vigo, la seconda amichevole disputata allo stadio Teofilo Patini durante il ritiro di Castel di Sangro.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/9e/9e142c0d15ab9fe5a54b7a50fd42e052-30135-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Celta Vigo,Napoli,Inter Milan,Non communiqué,RUMEUR 📰,Neutre,napoliceltavigo11golesintesidel2testinternazionaleacasteldis,Ligue 1 🇫🇷,International 🌍,0.0
"Calciomercato Napoli, il Como si muove per Esposito: nell'affare col Cagliari un giocatore",https://www.tuttonapoli.net/calciomercato-napoli/accostato-napoli-como-muove-esposito-trattativa-cagliari-giocatore-652978,"Sat, 08 Aug 2026 23:50:59 +0200",2026-08-08T23:58:32.657260,it,Il futuro di Sebastiano Esposito potrebbe essere definito nelle prossime settimane.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/e0/e07e36f84b781bdb3e938738de5c1128-79982-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Calciomercato Napoli,,Napoli,Non communiqué,RUMEUR 📰,Neutre,calciomercatonapoliilcomosimuoveperespositonellaffarecolcagl,Ligue 1 🇫🇷,International 🌍,0.0
"Lukaku-Fenerbahçe, dalla Turchia: l'agente tratta col Napoli per chiudere",https://www.tuttonapoli.net/calciomercato-napoli/lukaku-fenerbahce-turchia-agente-tratta-napoli-chiudere-652990,"Sat, 08 Aug 2026 23:40:29 +0200",2026-08-08T23:58:32.661909,it,Romelu Lukaku si avvicina al Fenerbahçe.,https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/1f/1f1731c44ccf7fe9d8a137f80d98deba-84271-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Romelu Lukaku,Napoli,Fenerbahçe,Non communiqué,RUMEUR 📰,Neutre,lukakufenerbahçedallaturchialagentetrattacolnapoliperchiuder,Ligue 1 🇫🇷,Belgique 🇧🇪,0.0
"Rinnovo Anguissa, Schira: ""Colloqui in corso, primi negoziati positivi!""",https://www.tuttonapoli.net/calciomercato-napoli/rinnovo-anguissa-schira-colloqui-corso-negoziati-positivi-652989,"Sat, 08 Aug 2026 23:35:38 +0200",2026-08-08T23:58:32.662179,it,"Il Napoli si muove per blindare Frank Zambo Anguissa, il cui attuale contratto è in scadenza nel giugno 2027.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/ac/ac2440010a31ad40d5774c1850793bf1-58960-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Rinnovo Anguissa,,Napoli,Non communiqué,RUMEUR 📰,Neutre,rinnovoanguissaschiracolloquiincorsopriminegoziatipositivi,Ligue 1 🇫🇷,International 🌍,0.0
"Di Lorenzo a Sky: ""Siamo forti, vogliamo un grande campionato! Fare l'allenatore? Mi intriga""",https://www.tuttonapoli.net/in-primo-piano/lorenzo-sky-652988,"Sat, 08 Aug 2026 23:25:38 +0200",2026-08-08T23:58:32.662435,it,"Al termine del test amichevole pareggiato 1-1 contro il Celta Vigo, il capitano del Napoli Giovanni Di Lorenzo è intervenuto ai microfoni di Sky Sport.",https://net-storage-auto.tcccdn.com/storage/tuttonapoli.net/img_notizie/thumb3/60/60e2087f60bedf727c78cd1a8b469753-79576-oooz0000.jpeg,Ligue 1 🇫🇷,TuttoNapoli Napoli,Giovanni Di Lorenzo,Napoli,,Non communiqué,RUMEUR 📰,Neutre,dilorenzoaskysiamofortivogliamoungrandecampionatofarelallena,Ligue 1 🇫🇷,Italie 🇮🇹,0.0
